DXEX v5
C:\Users\LDA-User\Desktop\MIS1_SS24.lda
11:10:51
4;0,00 mm;0,00 mm;-75,00 mm
New Region
"Row#"	"Arrival Time [ms]"	"Transit Time [us]"	"Velocity U [m/s]"	"Arrival Time{2} [ms]"	"Transit Time{2} [us]"	"Velocity V (PDA){2} [m/s]"	
1	0,43963	3,2	17,04	0,40037	2,3	-4,64
2	0,46949	2,3	17,39	0,46907	3,4	-4,55
3	4,98192	2,8	15,70	0,89019	2,3	-4,14
4	5,80837	2,1	17,84	1,72133	2,8	-3,42
5	9,22512	2,3	17,51	2,21541	2,8	-2,89
6	12,04667	3,2	17,36	2,52048	2,6	-2,71
7	12,56677	2,6	16,07	3,46213	3,4	-4,03
8	13,93637	2,1	18,09	3,62768	2,6	-4,43
9	20,14352	3,2	16,24	3,96645	4,1	-4,94
10	21,62448	3,2	17,79	4,54160	3,0	-4,36
11	24,85776	3,0	17,54	4,98192	2,3	-4,45
12	25,09243	2,3	18,10	5,11419	2,6	-4,00
13	29,75547	3,2	17,23	6,99365	2,1	-2,73
14	32,18619	2,8	16,13	8,22885	2,1	-4,00
15	33,42565	2,3	15,59	9,10011	2,8	-4,17
16	36,29328	3,4	17,58	9,19739	2,6	-3,67
17	38,44624	2,6	17,82	12,04197	1,9	-3,23
18	39,25648	2,1	17,30	12,38373	2,6	-1,32
19	41,58395	3,0	16,20	12,56635	4,1	-1,32
20	41,63557	2,8	16,45	12,82107	3,2	-3,98
21	42,10789	3,4	17,16	13,42779	3,4	-4,76
22	46,36133	2,6	17,80	13,74053	2,3	-5,32
23	49,82331	2,3	16,29	14,48720	2,6	-3,99
24	56,04325	2,8	15,62	14,79397	3,0	-3,66
25	64,04069	3,0	17,79	15,26331	3,8	-3,39
26	69,47899	2,6	17,67	15,57563	2,8	-3,98
27	70,12752	4,3	17,31	16,42341	2,1	-5,04
28	70,96720	3,2	18,58	17,52208	3,0	-4,53
29	78,23973	3,2	17,84	17,63600	3,2	-5,07
30	78,34213	2,6	19,44	17,84421	2,6	-5,57
31	78,76411	3,0	17,81	17,87408	2,8	-4,85
32	80,37648	4,3	15,71	18,63483	3,2	-1,87
33	83,06576	3,0	18,92	19,94640	2,1	-3,33
34	83,56197	2,6	18,42	20,14309	4,3	-3,89
35	93,99611	3,0	18,00	21,62448	4,7	-4,27
36	94,68347	2,3	17,99	21,68379	1,9	-4,77
37	94,98512	3,0	17,88	21,85360	1,9	-5,41
38	96,70373	2,6	17,62	21,87024	1,9	-5,67
39	97,65904	2,8	17,51	22,81403	2,1	-4,98
40	101,04037	2,8	17,83	23,40240	2,3	-1,30
41	101,73712	3,2	17,72	24,61669	1,9	-5,01
42	103,31536	2,6	17,46	27,63579	3,0	-3,90
43	107,59056	3,0	17,16	29,45893	3,6	-5,93
44	112,08592	2,8	17,76	29,75461	4,1	-5,96
45	112,12005	2,3	17,89	30,12197	4,1	-4,30
46	113,03739	2,6	16,97	30,21968	3,0	-3,52
47	118,40400	3,8	16,51	30,89936	3,6	-1,50
48	120,96571	3,6	16,94	33,52549	3,2	-3,34
49	125,04507	4,3	13,87	33,96539	1,9	-2,98
50	126,26192	3,4	17,30	34,48933	3,2	-2,15
51	129,07707	3,0	18,00	36,29328	3,2	-6,02
52	134,00763	3,0	16,01	37,14064	2,1	-2,33
53	134,04688	3,2	15,13	38,41211	3,4	-3,63
54	137,43632	1,9	19,27	38,41723	6,4	-3,86
55	137,69189	2,6	19,17	38,94587	2,6	-2,19
56	138,88144	3,4	15,95	39,29701	2,6	-2,51
57	139,32176	2,8	19,17	41,58395	3,6	0,32
58	141,41925	2,6	18,06	41,93381	2,6	-1,08
59	147,31920	2,3	17,66	42,90917	2,6	-2,08
60	148,07184	3,4	17,19	44,56251	2,3	-4,31
61	152,29157	3,4	16,49	45,40645	2,6	-3,61
62	152,33253	3,2	16,19	45,57285	2,3	-3,63
63	155,01157	2,6	16,80	45,89115	3,2	-3,02
64	155,64773	3,0	17,53	48,89360	3,6	-4,96
65	156,34747	2,8	17,38	49,84805	2,8	-3,60
66	165,40859	3,2	17,22	50,17061	3,4	-4,06
67	166,72869	3,0	15,30	50,73979	3,0	-2,98
68	167,90587	2,3	17,52	50,92880	2,6	-4,00
69	171,36528	2,8	16,79	50,94373	3,0	-4,17
70	174,61051	2,3	17,36	52,00699	2,6	-3,68
71	175,97029	3,6	15,94	54,84560	3,2	-1,65
72	177,12187	3,8	15,23	54,88187	3,2	-2,02
73	178,60709	2,3	17,55	56,25275	3,4	-4,00
74	178,77392	2,8	16,94	57,21317	3,0	-5,32
75	179,51675	2,1	17,94	57,78661	2,3	-2,98
76	180,26469	2,3	19,12	58,26661	2,3	-2,30
77	187,17328	3,4	16,72	59,48645	2,6	-2,64
78	194,76453	2,1	17,36	59,55003	5,3	-2,78
79	199,03419	3,0	19,25	60,69392	3,6	-4,51
80	204,65509	2,8	17,88	62,02085	2,8	-2,85
81	206,09253	3,6	17,22	62,64251	4,3	-2,51
82	211,72240	3,4	15,01	63,20699	4,3	-4,46
83	214,00763	2,6	17,77	63,25051	1,9	-4,29
84	214,17061	2,3	18,47	64,32443	3,2	-3,91
85	215,18139	2,6	15,70	66,30843	2,6	-3,47
86	215,38405	2,3	17,10	68,67728	2,1	-4,72
87	222,52261	2,6	18,04	68,74384	3,2	-4,43
88	228,92603	2,6	18,36	69,08347	3,6	-4,95
89	229,25925	2,1	18,30	69,10352	3,8	-4,80
