DXEX v5
C:\Users\LDA-User\Desktop\MIS1_SS24.lda
11:12:42
11;0,00 mm;0,00 mm;100,00 mm
New Region
"Row#"	"Arrival Time [ms]"	"Transit Time [us]"	"Velocity U [m/s]"	"Arrival Time{2} [ms]"	"Transit Time{2} [us]"	"Velocity V (PDA){2} [m/s]"	
220	476,31931	4,1	18,37	216,96315	1,9	-3,38
221	476,59323	2,3	18,71	217,69232	3,4	-3,70
222	478,24229	2,1	19,46	217,83227	4,3	-3,40
223	480,45371	2,1	20,85	218,11003	3,2	-3,63
224	480,98491	2,3	20,67	218,67920	3,0	-3,39
225	484,49211	3,2	19,55	221,19867	3,8	-2,96
226	486,77221	2,3	18,98	221,43760	2,1	-2,98
227	489,13211	3,2	18,92	221,58992	3,0	-2,93
228	489,81136	3,6	18,70	222,25296	4,1	-2,75
229	490,79995	3,0	18,37	222,44197	3,0	-2,68
230	491,12208	2,8	18,38	222,50341	2,3	-2,53
231	495,95323	2,1	19,08	224,92091	2,3	-1,70
232	496,15035	2,8	19,22	224,99856	2,8	-4,39
233	497,18715	2,6	17,52	225,36251	3,6	-1,47
234	498,03579	2,3	17,50	225,85829	2,8	-2,10
235	498,82000	2,3	16,93	226,56059	7,0	-2,60
236	501,81349	2,6	18,31	226,75387	3,6	-4,79
237	509,99568	2,6	17,99	227,15536	4,1	-4,95
238	510,08613	2,6	17,90	227,24923	4,1	-4,51
239	510,90363	2,6	18,09	228,94480	3,2	-8,58
240	511,42757	3,0	20,11	229,68080	3,2	-10,53
241	516,04795	3,2	12,65	230,19024	3,2	-9,02
242	516,75749	4,3	12,14	230,26832	2,8	-8,55
243	516,98576	4,7	10,97	233,38128	2,3	-7,57
244	520,73915	3,8	17,46	233,69957	3,2	-6,57
245	525,55323	4,1	12,88	234,21797	2,6	-9,88
246	527,40624	4,7	14,39	234,25936	2,3	-5,41
247	528,56848	3,8	14,80	235,61531	2,8	-4,17
248	536,70501	2,8	18,12	237,07835	2,6	-5,10
249	536,93285	4,1	17,98	237,38043	3,0	-5,42
250	538,10363	2,1	17,78	238,66768	3,0	-5,34
251	540,50960	3,0	18,79	240,31035	3,6	-4,14
252	540,84368	2,3	19,11	240,88720	1,9	-3,89
253	541,72603	3,2	19,15	243,55301	3,4	-3,01
254	541,78576	2,3	19,36	243,58416	2,6	-3,02
255	543,18608	2,8	18,87	243,81371	2,3	-2,49
256	543,78512	2,8	18,72	247,09691	3,0	-4,15
257	545,12571	2,6	18,68	248,84923	3,4	-3,89
258	546,25211	2,3	18,53	248,91877	1,9	-3,92
259	547,51248	2,8	18,88	249,65989	3,4	-3,92
260	548,04709	2,6	18,80	252,56891	1,7	-4,07
261	550,49744	3,2	18,98	255,08709	3,4	-4,51
262	553,80795	3,0	17,87	255,56411	3,0	-4,55
263	553,86000	2,1	17,91	255,71173	2,1	-4,85
264	554,82683	2,8	17,83	256,15973	2,1	-4,53
265	559,23515	3,0	18,14	256,33296	1,9	-4,23
266	563,88325	2,6	20,49	257,06171	3,0	-4,67
267	569,75675	2,6	16,35	259,19803	2,8	-4,44
268	570,07675	2,6	16,51	259,32347	3,8	-4,23
269	573,32581	2,6	16,76	259,57947	3,0	-4,33
270	574,51621	3,2	16,54	259,74544	3,4	-4,30
271	575,39984	4,3	16,96	260,70331	2,8	-4,20
272	577,55408	3,4	16,72	263,13488	3,2	-3,27
273	578,30075	3,0	16,46	263,76336	2,3	-4,90
274	580,41659	6,4	17,80	264,04325	4,9	-4,38
275	580,57147	2,3	17,82	264,66661	3,2	-4,10
276	583,37552	2,8	16,84	266,12325	2,1	-3,64
277	583,39899	3,8	16,95	268,11621	3,8	-3,28
278	585,50587	2,1	16,76	268,18704	2,1	-3,26
279	586,68091	2,3	16,48	269,51013	2,3	-3,02
280	590,30885	3,0	17,74	271,30853	3,0	-2,86
281	590,89040	3,6	17,52	273,09328	3,0	-2,74
282	595,93317	2,3	19,03	273,27845	3,6	-2,64
283	598,35280	3,8	19,32	273,81179	2,3	-2,92
284	599,40795	2,8	19,76	275,77104	5,3	-2,80
285	599,46768	3,4	19,35	275,82053	2,3	-2,39
286	602,34299	3,4	19,08	276,76688	3,2	-2,58
287	608,19941	2,3	18,40	278,40187	2,8	-3,06
288	611,82267	2,3	19,07	279,03888	2,6	-3,05
289	612,48059	3,2	18,88	279,11824	2,1	-3,04
290	614,11003	2,6	18,78	280,19301	3,6	-2,87
291	616,76773	3,0	17,62	280,56080	2,6	-3,00
292	617,84080	3,4	17,65	280,61157	3,6	-2,93
293	618,32165	3,2	17,73	281,35440	3,2	-2,79
294	621,09115	2,6	17,76	281,84976	2,8	-2,96
295	625,05403	2,8	17,65	281,92229	2,1	-2,58
296	626,76752	3,0	17,59	282,58619	2,8	-2,94
297	628,02960	3,2	17,71	282,62672	2,8	-2,84
298	631,29104	2,1	18,93	283,37509	2,1	-2,92
299	631,56240	2,6	19,13	283,83632	3,2	-2,88
300	632,37563	3,2	19,42	285,03056	2,1	-2,97
301	637,81349	2,3	20,19	285,21232	1,9	-3,12
302	640,14267	2,6	19,10	287,69680	4,1	-2,58
303	641,34629	3,4	19,23	288,62992	1,9	-3,61
304	642,11301	2,6	18,74	290,02000	3,8	-3,70
305	643,05509	2,8	18,62	291,75184	5,8	-4,31
306	645,35184	2,3	18,26	291,92507	3,4	-4,12
307	647,15536	3,0	17,72	292,32699	2,3	-4,31
308	656,01723	3,4	12,27	294,26533	3,8	-3,90
309	659,74629	2,6	17,34	294,35792	2,8	-4,05
310	661,08944	2,1	17,38	295,78725	2,6	-3,52
311	662,65488	2,6	17,78	296,89488	2,1	-4,85
312	663,50949	3,0	17,43	297,11803	2,1	-3,29
313	664,38459	2,6	17,23	297,68421	2,3	-3,90
314	665,80112	3,8	17,62	299,53339	1,9	-3,00
315	666,44240	2,6	17,91	300,23227	1,9	-2,59
316	667,28933	3,8	17,94	300,32827	1,7	-2,82
317	669,35909	3,0	17,78	301,12912	1,9	-5,25
318	673,44187	2,6	18,52	301,41840	2,8	-6,18
319	674,63611	2,3	18,15	302,20688	2,1	-5,84
320	676,55611	2,8	18,19	303,92080	3,4	-6,09
321	677,65093	3,2	18,00	303,93488	3,0	-5,77
322	680,09573	2,3	18,46	304,27877	2,6	-5,84
323	680,54331	2,8	18,44	305,95429	2,1	-5,33
324	681,90992	2,8	18,36	306,53840	3,4	-5,47
325	683,65456	2,8	18,75	306,58149	3,4	-5,57
326	684,53861	2,3	18,65	306,63781	2,1	-5,57
327	689,23195	3,0	19,35	306,69840	2,1	-5,50
328	690,41467	2,1	19,10	306,97019	2,8	-5,66
329	691,44720	2,1	19,36	308,26341	3,4	-5,52
330	692,65467	2,3	18,14	308,29712	3,8	-5,53
331	692,66747	3,0	17,89	308,42299	3,6	-5,56
332	693,96283	3,4	11,00	308,52155	3,0	-5,68
333	698,89509	2,3	17,16	309,15088	3,4	-5,15
334	701,42053	2,6	15,02	310,13221	2,8	-5,58
335	702,13819	3,2	15,89	311,12421	3,6	-5,53
336	704,60773	3,4	17,54	311,75227	3,0	-5,15
337	707,35333	2,3	17,21	312,47461	2,6	-5,10
338	708,69861	2,3	17,00	312,56635	3,0	-4,97
339	712,77371	3,4	16,86	313,06427	3,6	-5,02
340	712,79845	4,3	16,68	313,24304	2,3	-4,87
341	714,86437	3,4	16,52	313,85445	4,1	-4,90
342	719,11227	3,2	16,89	314,12197	3,4	-4,95
343	720,28176	2,6	17,01	314,95611	3,2	-4,58
344	722,28069	3,2	17,00	315,68101	3,4	-4,47
345	722,37925	4,7	17,63	316,35941	3,0	-4,24
346	722,38651	3,2	17,29	316,69435	3,8	-4,40
347	722,68645	2,8	16,97	318,24912	1,9	-3,92
348	726,78715	2,6	17,53	319,55600	2,3	-3,95
349	733,97648	2,6	19,13	321,44357	4,5	-3,54
350	734,95440	2,3	19,23	323,05125	2,6	-3,26
351	741,18245	2,6	19,76	323,93659	2,3	-3,12
352	741,40347	2,3	19,83	324,32144	3,2	-3,06
353	741,41797	2,8	19,40	324,63717	3,0	-3,25
354	743,02053	2,3	18,51	326,75131	2,1	-2,74
355	743,20272	2,8	16,27	327,73179	2,3	-2,93
356	747,36784	3,0	18,27	328,28005	3,0	-2,57
357	751,23856	3,4	17,40	328,38075	3,8	-2,85
358	751,76592	3,0	17,51	328,85648	2,1	-2,98
359	752,41445	2,3	17,49	331,56795	2,1	-2,41
360	754,47739	2,1	17,14	333,55579	2,3	-2,16
361	756,28944	3,0	17,95	333,66885	2,8	-1,89
362	757,33605	3,6	18,01	334,46587	3,8	-1,85
363	761,68720	3,4	16,13	336,56891	2,6	-4,58
364	764,81296	2,3	17,48	338,45904	3,0	-1,06
365	765,33819	2,8	17,16	339,17243	4,5	-3,62
366	765,44741	3,0	17,50	339,18309	2,3	-3,54
367	771,13915	2,1	18,93	341,39877	4,5	-3,34
368	771,94512	2,3	18,68	341,74949	1,9	-4,06
369	779,68144	2,6	18,66	343,11483	2,8	-3,10
370	783,99760	2,6	19,18	343,28080	4,1	-2,15
371	784,04923	2,3	18,92	343,51120	2,6	-1,23
372	786,09509	2,8	18,92	346,13563	1,7	-4,74
373	795,57179	2,6	14,66	348,87227	3,0	-4,95
374	797,68763	2,8	15,42	350,26832	2,8	-4,00
375	800,35131	3,0	17,20	350,48251	3,6	-4,12
376	800,67003	3,4	15,63	352,83984	1,9	-3,18
377	809,15344	4,3	15,86	353,43547	3,0	-3,47
378	809,26395	2,8	16,23	353,94405	2,3	-7,19
379	813,53829	4,1	15,40	356,65765	3,0	-5,02
380	813,81435	3,2	15,79	357,16411	2,8	-4,93
381	814,42405	2,8	15,58	358,20176	3,0	-4,27
382	821,17733	3,0	18,02	358,35152	2,8	-4,08
383	829,77381	3,0	19,70	358,86011	1,7	-3,93
384	832,12389	2,1	19,92	359,03717	3,2	-4,01
385	832,43835	3,4	20,30	359,82693	2,3	-4,62
386	839,36443	1,9	18,44	360,03259	2,1	-4,54
387	840,19515	3,8	13,69	361,97563	4,1	-4,91
388	840,61413	2,3	15,36	362,49147	2,6	-4,67
389	843,64091	3,0	14,48	363,15237	3,0	-4,70
390	844,17467	2,6	15,49	364,47333	2,1	-4,54
391	844,76005	3,6	15,31	366,18043	2,6	-2,92
392	848,21307	3,0	17,06	366,83877	3,0	-3,55
393	851,25861	2,8	16,43	367,73435	3,6	-4,19
394	852,52752	2,8	16,24	367,80645	3,0	-4,06
395	855,61189	2,6	16,67	368,77029	3,0	-4,59
396	857,12613	3,2	17,39	368,94821	3,0	-4,57
397	858,40400	3,0	17,73	369,38256	2,6	-4,35
398	858,49829	2,6	17,87	369,45893	3,6	-4,31
399	862,32720	3,4	18,64	369,65221	3,2	-4,28
400	866,82128	3,0	18,83	370,47056	3,2	-4,15
401	869,01051	3,6	18,75	374,74491	2,6	-4,59
402	870,22736	2,1	19,11	375,40112	3,4	-4,66
403	870,30501	2,6	19,28	375,45957	2,3	-4,48
404	871,26501	2,1	19,14	375,58203	3,4	-4,40
405	873,70341	3,6	19,39	375,62000	2,1	-4,65
406	873,93595	2,3	20,08	376,51600	3,2	-4,49
407	875,29659	2,6	15,09	377,14277	3,4	-4,16
408	875,32091	2,3	15,36	377,78917	3,2	-4,21
409	879,63024	3,4	14,66	378,26917	3,4	-4,02
410	880,44005	2,8	18,77	378,78629	2,3	-3,83
411	880,59109	3,4	17,16	379,95280	2,6	-3,70
412	883,39728	2,3	18,74	380,46907	3,4	-3,59
413	884,73872	3,2	18,59	381,09371	2,8	-3,58
414	884,74427	2,3	18,12	382,27131	3,8	-3,49
415	886,06907	3,6	19,34	382,88741	3,0	-3,28
416	888,01595	2,8	17,76	383,06448	3,2	-3,54
417	888,96784	2,6	15,27	383,84912	3,0	-3,35
418	891,04101	2,8	16,73	384,23056	3,6	-3,35
419	894,52133	3,4	17,59	384,23483	3,8	-2,98
420	898,57253	3,0	17,05	385,16709	4,5	-3,09
421	902,22139	3,4	16,96	385,34245	1,9	-3,08
422	902,55461	3,2	16,97	385,51355	2,1	-2,83
423	902,89979	3,8	17,11	387,09093	3,2	-3,03
424	906,18597	2,3	17,84	387,82523	2,3	-3,22
425	907,37851	2,8	18,23	388,91024	2,3	-3,00
426	912,58683	2,6	19,66	390,17488	3,6	-3,29
427	916,06629	3,2	19,26	390,39931	3,4	-3,33
428	916,56848	3,2	19,93	391,74117	3,6	-3,65
429	920,05904	2,3	15,98	392,22416	2,6	-3,52
430	920,13840	2,1	16,71	392,82917	2,1	-3,48
431	923,43312	2,8	18,68	393,66544	3,0	-3,49
432	926,56656	2,8	19,28	395,23216	4,3	-3,51
433	931,84827	2,6	18,76	395,56581	2,8	-3,48
434	935,75013	3,2	18,03	396,98661	1,9	-3,47
435	937,58267	2,8	18,72	397,60016	2,3	-3,53
436	939,86832	2,3	18,21	397,81861	2,6	-3,35
437	940,13925	3,0	18,01	398,61563	1,9	-3,37
438	942,06821	2,8	18,98	399,93616	2,1	-3,07
439	943,43269	2,6	19,42	400,56251	4,1	-3,26
440	945,20080	3,2	19,55	400,83813	3,4	-3,13
441	949,99269	2,8	19,59	402,22011	2,3	-3,37
442	950,18384	2,3	19,53	402,64549	1,9	-4,05
443	952,54075	2,8	19,34	403,01328	2,1	-4,45
444	954,26021	2,8	19,22	403,21253	2,3	-4,69
445	956,50747	3,0	18,88	403,65584	2,8	-4,20
446	957,09627	2,8	18,90	403,83632	2,6	-4,19
447	957,14448	2,6	18,63	404,45328	3,6	-3,88
448	958,69413	3,8	19,16	405,05573	2,3	-3,60
449	960,25104	2,6	17,35	406,72485	3,2	-3,53
450	962,09253	2,1	18,19	407,55515	1,7	-3,40
451	963,61616	3,0	18,12	408,83216	3,2	-4,51
452	965,17520	3,8	14,54	408,83941	2,6	-4,50
453	969,53317	2,8	17,43	409,22939	2,1	-4,91
454	969,56304	3,0	17,39	411,05253	2,1	-4,83
455	970,97189	3,6	17,68	411,12336	2,3	-4,66
456	972,58981	2,1	18,07	411,49200	2,8	-4,72
457	974,75643	3,0	18,52	412,16443	2,1	-4,32
458	975,50949	3,0	18,49	413,20507	2,6	-4,50
459	976,08421	2,8	18,80	413,92997	3,6	-4,84
460	976,80485	2,8	19,02	414,14629	2,8	-4,69
461	976,82576	3,6	18,50	414,27728	2,1	-4,61
462	981,04677	2,6	18,94	414,74491	3,2	-4,79
463	984,00613	3,6	20,57	415,02053	3,6	-4,78
464	986,62757	3,6	18,76	415,64987	3,0	-4,53
465	987,53296	2,1	19,18	416,61285	3,4	-4,57
466	989,69659	3,0	19,12	417,48027	1,7	-4,00
467	994,18085	2,6	17,52	417,59163	3,6	-4,46
468	994,34085	3,0	17,64	418,58192	2,3	-4,54
469	995,67504	2,8	17,17	419,04016	2,6	-4,05
470	998,90107	2,8	16,73	421,01520	2,8	-3,47
471	1000,28645	3,6	17,24	421,74736	3,2	-3,73
