DXEX v5
C:\Users\LDA-User\Desktop\MIS1_SS24.lda
11:21:53
3;0,00 mm;0,00 mm;-100,00 mm
New Region
"Row#"	"Arrival Time [ms]"	"Transit Time [us]"	"Velocity U [m/s]"	"Arrival Time{2} [ms]"	"Transit Time{2} [us]"	"Velocity V (PDA){2} [m/s]"	
1	0,20581	2,6	18,31	0,20624	3,0	-2,97
2	3,48432	3,2	18,21	0,29456	2,6	-2,96
3	4,28176	2,6	18,04	0,36496	3,2	-2,79
4	5,52805	2,8	18,52	1,61851	3,0	-2,97
5	9,10053	3,6	18,19	1,79941	2,8	-3,14
6	10,73637	3,0	18,42	4,81424	4,1	-3,26
7	11,54789	2,8	18,01	6,31909	1,9	-3,17
8	11,76507	3,0	18,59	6,88613	3,6	-3,09
9	14,28112	2,6	18,58	10,73637	2,6	-3,46
10	15,06789	2,3	18,32	12,52667	2,3	-3,08
11	16,88037	2,6	18,17	13,29808	3,4	-3,08
12	19,91312	2,3	18,14	14,40016	2,6	-3,29
13	20,13755	2,6	18,36	14,53669	3,4	-3,11
14	23,39429	2,6	18,16	17,89541	2,1	-3,33
15	24,39739	2,3	18,88	19,01627	2,1	-3,83
16	24,44560	2,6	17,65	21,74608	2,6	-2,88
17	27,78469	2,1	18,20	24,44560	4,1	-4,95
18	28,06928	2,8	18,62	24,82960	2,3	-4,41
19	29,16155	2,1	17,73	25,38939	2,1	-2,42
20	30,92496	2,3	18,01	25,73499	3,2	-2,95
21	32,97851	3,4	17,81	25,83483	2,1	-4,64
22	34,81275	2,3	17,94	26,61733	3,0	-2,84
23	34,88059	3,0	17,48	27,51760	2,6	-3,22
24	35,34523	4,5	17,80	27,78427	2,1	-3,01
25	36,05179	3,0	16,19	30,24784	3,0	-3,69
26	37,14917	2,3	17,68	30,97019	2,3	-3,64
27	38,24912	3,4	16,92	31,01115	2,8	-3,23
28	38,43003	2,8	17,43	31,21467	2,3	-3,11
29	40,69563	2,3	17,87	32,19131	3,2	-3,99
30	43,70619	3,2	16,33	34,68304	2,6	-3,07
31	44,08208	3,4	15,12	34,81275	2,8	-3,17
32	48,25573	3,8	14,96	35,57051	3,4	-2,63
33	48,69179	3,4	16,31	36,08720	3,0	-4,95
34	54,42107	3,4	16,14	36,31504	2,3	-5,85
35	55,01797	3,8	16,65	36,46992	2,3	-4,00
36	55,92720	3,2	15,72	36,95675	3,0	-3,84
37	56,64400	3,0	16,41	40,27621	4,5	-4,80
38	59,93531	3,4	17,07	41,69744	4,3	-4,51
39	62,68389	4,3	15,95	44,08208	2,8	-5,25
40	63,73136	2,6	17,05	45,48027	3,0	-4,89
41	64,78011	2,8	17,50	47,91653	3,2	-5,10
42	65,41925	2,6	16,09	48,25573	3,4	-3,22
43	68,32528	2,6	17,81	50,47312	3,6	-2,57
44	71,99931	3,6	15,39	59,40411	3,0	-4,14
45	73,92059	2,6	17,09	60,50448	3,0	-5,55
46	74,55547	4,5	16,72	63,40709	2,3	-5,07
47	76,48485	2,3	17,35	64,12603	2,8	-5,40
48	78,90619	3,8	14,40	64,38757	1,9	-6,16
49	79,58032	2,8	14,19	67,66053	2,1	-5,36
50	79,85851	3,2	14,44	71,83845	3,6	-2,28
51	80,61456	3,6	14,39	72,64272	3,2	-3,61
52	81,50971	3,4	17,25	73,62533	2,3	-2,18
53	84,15291	3,0	16,40	73,66288	2,6	-2,42
54	85,38000	2,6	14,93	75,00347	4,1	-3,26
55	86,01915	2,6	15,90	77,76272	1,9	-5,96
56	86,33744	3,0	14,05	79,93829	3,6	-3,63
57	87,76037	3,0	14,92	80,61456	3,2	0,43
58	89,54597	2,6	17,79	80,64229	4,3	0,45
59	89,65051	2,6	17,31	84,76645	3,6	-2,91
60	90,26021	2,6	16,97	85,85531	3,0	-4,21
61	91,07472	2,6	16,99	86,14587	3,8	-6,29
62	93,20507	1,9	16,89	86,39717	1,9	-7,61
63	94,65360	2,3	18,64	87,11909	2,6	-5,40
64	95,52400	3,0	15,69	87,60805	3,8	-5,38
65	98,48208	3,6	17,00	87,75952	3,4	-5,36
66	98,53115	2,6	17,43	88,03643	3,6	-4,82
67	98,59771	2,1	18,66	89,64965	3,6	-1,90
68	102,05413	2,1	16,03	90,24272	3,0	-0,60
69	108,17893	2,6	15,19	90,38608	3,6	-0,94
70	108,99771	2,3	16,02	90,79781	4,1	-0,98
71	110,38864	2,8	16,97	91,00133	2,6	-0,52
72	112,57659	3,0	19,38	91,50949	3,0	0,34
73	114,14416	2,3	17,98	91,89861	3,2	1,91
74	115,46469	2,3	17,11	92,85947	2,6	-6,66
75	115,49584	3,4	17,50	94,65317	3,0	-4,43
76	115,79536	3,4	16,89	95,17712	3,8	-0,86
77	118,47483	2,6	16,58	95,52357	4,1	-6,51
78	120,06416	3,0	17,70	95,76251	2,8	-7,12
79	121,33648	2,1	22,46	102,05328	3,8	-4,81
80	124,10981	2,8	16,24	104,87355	2,6	-7,26
81	126,18427	3,2	17,63	108,36368	2,6	-9,38
82	126,84176	3,6	15,80	110,08101	1,7	-11,04
83	128,80016	3,4	16,25	112,46309	1,9	0,06
84	130,21243	3,6	17,03	112,61627	2,1	-1,46
85	130,63909	2,3	17,66	114,14459	3,0	-0,23
86	132,91664	3,0	18,38	115,46427	3,0	-1,42
87	135,81968	2,8	18,63	119,90672	2,1	0,83
88	136,03003	3,0	17,55	120,06416	3,4	1,10
89	136,45371	2,6	19,57	124,00443	2,1	-2,47
90	136,76219	1,9	16,49	126,84133	4,5	-3,84
91	138,69285	7,3	10,42	126,97445	1,9	-7,57
92	143,21808	4,5	9,55	129,24560	2,1	-0,20
93	143,86832	3,6	10,20	134,96635	2,6	-3,17
94	144,32571	4,3	10,78	135,81925	3,8	-7,80
95	144,40379	3,6	10,92	139,64432	2,6	-5,92
96	145,40005	4,1	10,51	143,86747	3,4	-7,74
97	145,80325	5,8	10,26	146,08784	2,3	-6,87
98	145,92400	5,1	10,30	146,11515	2,1	-7,08
99	146,11557	3,2	10,09	150,81488	3,8	1,08
100	146,65317	3,4	9,65	151,29531	2,3	1,42
101	147,20613	5,3	9,50	151,54661	3,0	1,73
102	147,71216	4,1	9,97	154,74448	2,3	2,62
