DXEX v5
C:\Users\LDA-User\Desktop\MIS1_SS24.lda
11:23:59
11;0,00 mm;0,00 mm;100,00 mm
New Region
"Row#"	"Arrival Time [ms]"	"Transit Time [us]"	"Velocity U [m/s]"	"Arrival Time{2} [ms]"	"Transit Time{2} [us]"	"Velocity V (PDA){2} [m/s]"	
1	13,53189	3,0	18,29	0,16656	2,3	-3,25
2	16,01424	3,4	18,22	0,65936	2,1	-3,46
3	20,95589	2,6	18,05	0,93627	4,9	-3,37
4	25,67355	3,6	18,06	4,69691	2,3	-2,67
5	32,86245	3,2	18,67	4,89061	2,1	-2,62
6	33,06683	3,2	18,39	6,82043	2,6	-2,27
7	33,18160	2,1	18,21	7,60720	2,1	-2,34
8	34,52944	2,3	18,42	9,41627	2,1	-2,42
9	36,36240	2,8	18,57	9,76059	3,0	-2,38
10	37,29339	2,6	18,51	12,56165	3,0	-2,53
11	37,70811	3,6	18,50	12,85349	3,0	-2,36
12	40,94352	3,4	18,41	14,22181	2,8	-2,80
13	42,22139	3,0	18,56	14,86437	2,3	-2,78
14	44,75195	3,2	18,92	15,81499	2,8	-3,23
15	45,22384	2,8	18,44	16,47888	3,6	-2,51
16	47,05040	3,0	18,70	18,52901	3,4	-2,26
17	49,34800	2,8	18,71	18,87077	3,6	-2,26
18	49,59376	4,5	18,44	20,46992	2,3	-2,13
19	52,72037	2,8	18,20	21,90395	2,3	-1,79
20	57,35269	3,8	17,24	21,95515	4,1	-1,67
21	63,70405	3,0	18,40	23,35675	3,0	-1,81
22	64,02619	2,3	18,31	25,10437	1,9	-1,55
23	67,08368	2,6	19,16	27,52827	2,1	-1,81
24	70,55931	2,6	19,74	27,64688	1,7	-1,64
25	70,62885	2,6	19,86	29,14917	2,8	-1,90
26	72,32229	2,8	20,03	29,17691	3,0	-2,15
27	73,51397	2,3	20,32	29,24816	2,6	-1,97
28	74,11472	2,1	18,55	29,31728	3,4	-1,92
29	79,14043	4,1	13,24	30,11003	3,2	-1,80
30	83,17456	2,3	16,21	33,18075	3,4	-1,77
31	88,30565	3,2	16,80	33,57200	3,0	-1,71
32	90,02981	2,8	17,11	33,59973	3,6	-1,78
33	93,01435	2,3	17,23	33,79472	3,4	-1,75
34	97,44827	2,8	17,69	34,72485	2,8	-1,77
35	102,27173	3,2	18,94	36,60304	3,0	-1,75
36	103,83760	1,9	18,48	37,35611	3,4	-1,75
37	104,72379	2,8	18,75	37,70811	2,3	-1,82
38	105,30576	2,8	18,57	38,03664	1,9	-1,91
39	107,52229	3,0	18,36	38,28709	2,3	-1,82
40	113,68037	2,6	18,30	38,40443	1,9	-1,79
41	114,40827	2,3	18,19	41,66800	1,9	-1,35
42	115,90971	3,0	18,45	43,35589	2,1	-1,60
43	116,50917	2,6	18,62	43,79195	2,6	-1,51
44	118,94757	2,8	18,79	44,33808	2,6	-1,40
45	119,91568	2,6	19,10	45,22341	3,2	-1,68
46	121,33179	2,6	19,18	45,29851	2,6	-1,64
47	122,92880	3,2	18,97	47,59056	2,8	-1,99
48	123,05723	2,6	19,00	47,60763	1,9	-1,97
49	123,87173	3,0	19,10	47,92037	3,4	-2,00
50	125,84123	2,6	18,41	48,52283	3,0	-2,00
51	128,52880	3,4	16,91	48,65424	1,9	-2,02
52	129,22128	4,1	16,53	48,73659	3,2	-2,24
53	130,32677	3,0	15,93	53,07067	3,2	-2,50
54	131,29872	3,4	15,99	54,50640	2,3	-2,51
55	133,01776	2,8	16,14	56,17552	4,1	-2,43
56	135,85637	2,8	16,46	57,35355	3,2	-2,40
57	136,80272	3,2	16,52	57,86896	3,0	-2,48
58	137,38939	2,6	16,38	58,17701	2,3	-2,16
59	137,90693	3,8	16,67	58,91899	3,8	-2,13
60	138,09381	2,1	16,97	62,39547	3,0	-1,64
61	148,86629	3,0	17,74	62,93776	2,3	-1,36
62	150,04475	2,3	17,71	63,07387	2,6	-1,50
63	151,24667	2,8	18,43	68,43963	3,0	-1,70
64	152,45584	3,2	18,17	68,63504	2,6	-1,73
65	152,74640	2,6	18,66	69,12571	2,8	-1,66
66	152,79163	2,3	18,59	69,39451	1,9	-1,54
67	153,59632	2,3	18,76	70,82469	3,0	-1,94
68	155,05211	3,8	19,07	71,43141	2,3	-1,83
69	155,73093	2,1	19,05	72,32229	2,1	-1,97
70	156,35387	3,0	19,30	74,90533	2,6	-4,35
71	157,76955	3,2	19,81	75,67973	3,0	-3,45
72	158,13264	3,2	19,91	77,63771	2,8	-5,08
73	158,34853	3,4	19,66	77,82459	2,6	-6,33
74	159,10117	2,3	19,55	78,16805	3,2	-2,62
75	163,51589	2,3	17,84	78,42533	2,6	-5,00
76	165,61083	3,6	17,84	82,26448	3,0	-6,50
77	166,77563	3,4	17,89	82,48763	3,4	-5,30
78	166,96037	3,2	17,81	84,18661	3,8	-5,32
79	167,28720	1,7	18,25	84,38203	3,6	-5,41
80	167,60549	2,8	18,17	84,50875	3,0	-5,07
81	170,81360	4,1	18,21	85,05061	4,5	-4,94
82	171,72837	2,3	18,32	86,37755	3,0	-3,98
83	175,15536	2,3	17,76	86,47568	2,1	-4,27
84	176,35131	3,0	17,85	87,78000	3,8	-3,65
85	179,33285	3,0	18,56	88,30565	3,4	-3,53
86	179,39003	4,3	18,94	89,00411	3,0	-3,66
87	180,02533	2,1	18,98	90,47355	2,6	-3,48
88	181,96752	2,8	18,65	91,44208	2,6	-3,60
89	183,20016	3,2	18,48	92,70416	2,6	-3,96
90	183,83120	3,0	18,37	93,01435	2,1	-3,77
91	184,45669	2,6	18,66	94,50597	3,6	-3,36
92	187,09989	2,8	17,63	94,55077	3,2	-3,19
93	187,92592	3,6	17,58	95,29787	2,3	-3,20
94	188,63675	2,6	17,51	95,43568	3,4	-3,08
95	190,66768	2,3	17,18	96,64997	2,3	-2,95
96	191,95621	3,2	16,96	97,44827	3,8	-2,61
97	192,28688	3,4	16,84	99,60677	3,0	-2,61
98	194,58747	3,0	16,92	99,71216	3,4	-2,62
99	196,52496	3,2	16,79	101,61936	2,6	-2,35
100	204,55611	3,6	14,88	102,96976	3,4	-2,71
101	204,94565	2,8	17,54	103,83760	3,8	-2,56
102	205,79003	3,6	17,26	103,96987	2,3	-2,50
103	205,90309	3,2	17,72	106,06907	2,8	-2,38
104	206,16037	2,8	16,97	107,52229	3,0	-2,47
105	209,20848	2,8	16,26	107,59184	2,1	-2,90
106	209,32027	2,6	14,29	108,26725	2,8	-2,74
107	211,45531	4,1	13,75	109,36123	3,8	-2,61
108	212,60688	5,1	7,49	110,76624	2,8	-2,48
109	213,28613	3,4	14,04	111,81072	3,4	-2,58
110	213,43333	4,1	14,89	113,53787	2,8	-2,76
111	215,90075	2,6	12,97	113,67995	3,4	-2,90
112	216,06928	2,6	14,81	114,34597	2,1	-2,78
113	216,09147	3,4	15,62	114,40784	3,8	-2,85
114	218,29264	2,1	17,90	114,49403	3,2	-2,77
115	218,89808	3,0	16,67	115,13019	2,1	-2,88
116	220,05435	2,3	17,17	115,15408	2,6	-2,89
117	222,58192	3,0	17,20	115,44336	1,9	-2,66
118	225,82331	3,0	16,94	115,45531	2,6	-2,80
119	226,57467	2,6	16,62	116,00656	2,1	-2,53
120	227,39216	4,1	16,09	118,16251	3,6	-2,90
121	227,58800	3,2	16,12	119,04101	3,0	-3,15
122	230,18427	2,6	15,89	119,51035	2,8	-3,34
123	232,63163	3,0	16,75	119,91525	2,3	-3,56
124	234,56784	2,3	17,75	121,12144	2,8	-3,63
125	235,04955	3,2	17,63	121,28528	3,4	-3,57
126	235,35035	3,4	18,14	122,06992	4,1	-3,69
127	236,43280	2,6	18,25	123,20144	3,0	-3,81
128	237,58224	2,8	18,67	125,84080	3,0	-5,06
129	237,74565	2,3	18,86	126,40741	1,9	-4,98
130	239,47195	2,6	18,48	127,94384	1,9	-6,32
131	239,50949	3,2	18,76	127,97712	2,1	-6,16
132	240,80571	3,8	19,03	128,52795	2,3	-6,06
133	241,66117	3,0	19,07	129,00496	3,0	-5,90
134	243,40923	2,1	21,02	129,22128	3,0	-5,72
135	245,49776	2,6	17,84	130,23931	2,8	-5,41
136	246,16293	2,6	17,07	130,32635	3,4	-5,28
137	248,65723	2,8	13,07	130,68347	3,2	-4,96
138	248,68240	3,6	13,21	130,81232	4,1	-5,18
139	250,24571	4,3	8,91	133,16539	2,3	-3,90
140	250,40187	3,0	7,73	133,60059	3,6	-3,85
141	250,76709	3,2	8,12	134,75216	2,8	-3,59
142	252,52112	5,3	9,83	135,08325	2,8	-3,49
143	262,74789	5,3	5,14	135,37253	3,4	-3,49
144	265,54555	6,6	8,14	136,80229	2,6	-3,28
145	267,76677	3,2	13,43	136,96144	1,7	-3,33
146	270,19024	3,0	4,47	137,37189	4,3	-3,21
147	270,54480	4,1	5,21	137,38939	2,3	-2,96
148	275,12549	3,6	6,69	138,08357	2,3	-3,12
149	282,48976	3,4	13,29	139,36869	3,8	-3,09
150	287,01285	2,8	14,47	140,23013	1,7	-2,96
151	287,94725	4,3	14,82	140,76176	3,0	-2,85
152	289,93723	3,0	15,98	142,03280	2,6	-2,85
153	290,28368	3,2	15,96	142,31269	3,4	-2,71
154	291,04101	3,0	15,61	142,67109	2,3	-2,44
155	293,86427	2,1	15,76	142,74576	2,6	-2,54
156	297,72261	2,6	16,18	142,82213	2,8	-2,60
157	303,33200	3,2	18,32	144,07440	3,2	-2,54
158	303,92720	3,2	18,46	145,81264	2,1	-2,26
159	304,62821	3,4	18,67	146,15739	4,1	-2,08
160	305,08645	2,3	18,25	148,01723	3,4	-2,01
