DXEX v5
C:\Users\LDA-User\Desktop\MIS1_SS24.lda
11:21:37
2;0,00 mm;0,00 mm;-125,00 mm
New Region
"Row#"	"Arrival Time [ms]"	"Transit Time [us]"	"Velocity U [m/s]"	"Arrival Time{2} [ms]"	"Transit Time{2} [us]"	"Velocity V (PDA){2} [m/s]"	
1	2,04347	2,1	18,59	0,67045	3,0	-1,39
2	4,96571	2,8	18,37	1,62704	2,3	-1,50
3	5,46875	2,6	18,77	3,46341	2,1	-1,01
4	5,64069	3,8	18,45	5,46875	2,6	-1,53
5	6,38907	3,0	18,91	8,28219	3,0	-1,60
6	7,68357	3,4	18,98	8,32443	2,8	-1,71
7	8,92944	2,6	19,15	8,92901	2,3	-1,86
8	10,33957	3,0	19,28	15,27995	3,0	-1,68
9	14,64208	3,0	19,31	15,62085	3,4	-1,80
10	15,27995	2,1	19,37	16,14565	2,8	-1,35
11	15,28464	2,1	19,26	18,82085	3,0	-1,57
12	21,41413	3,2	18,76	21,41328	1,9	-1,35
13	22,16805	3,6	18,77	22,23717	2,3	-1,48
14	22,72869	2,6	18,92	22,91813	2,6	-1,69
15	22,79824	2,3	18,93	27,13275	2,3	-1,62
16	22,93221	3,4	19,05	38,40827	3,2	-1,93
17	23,83163	2,6	18,63	39,77403	2,6	-2,17
18	25,32155	2,3	18,46	40,94821	2,1	-2,06
19	26,70437	3,4	18,50	42,64635	2,8	-1,67
20	27,13317	2,3	18,62	42,81232	3,6	-1,86
21	27,59781	2,8	18,31	43,21509	2,3	-1,97
22	29,19312	2,8	18,67	45,23920	2,8	-1,88
23	30,94587	3,2	18,37	45,25840	2,6	-1,63
24	30,99280	2,8	18,04	49,56133	2,3	-2,13
25	32,76432	2,3	18,29	49,85957	2,3	-2,10
26	33,68720	2,3	18,04	55,16859	2,1	-2,44
27	35,54064	3,2	18,60	57,06896	2,3	-2,41
28	37,47515	3,6	18,21	57,14021	2,6	-2,04
29	38,33403	2,3	18,73	57,73840	3,2	-2,66
30	38,34597	3,2	18,35	59,57008	3,0	-2,63
31	38,40827	2,8	18,46	60,47888	3,2	-2,99
32	39,51547	2,6	18,74	62,41040	2,8	-3,05
33	39,69936	3,2	18,77	62,56400	2,6	-3,27
34	39,80176	2,3	18,80	62,59771	2,3	-2,99
35	40,94821	3,2	18,59	63,14256	2,6	-3,26
36	41,35611	2,6	18,33	63,47792	2,8	-3,18
37	43,42245	2,8	18,69	63,68827	2,1	-3,26
38	45,24005	2,1	18,25	65,08944	2,6	-3,33
39	50,86096	2,6	17,99	66,32592	2,8	-3,50
40	52,52965	2,6	18,02	66,76795	3,0	-3,41
41	59,71216	4,1	17,30	67,92805	2,1	-3,52
42	60,40464	3,2	17,19	69,29552	2,3	-3,65
43	62,40997	2,6	17,47	74,11899	2,1	-3,44
44	63,14256	3,2	17,42	74,78629	2,6	-3,18
45	68,72805	2,3	17,85	74,93520	3,8	-3,21
46	70,16763	2,8	17,87	75,82395	2,1	-3,25
47	71,57861	3,4	17,82	75,94384	2,1	-3,30
48	73,82117	3,2	18,08	76,94480	2,3	-2,96
49	74,10192	3,2	18,21	80,03045	3,2	-2,55
50	74,11856	2,8	18,17	82,55163	2,1	-1,99
51	75,34779	3,0	18,20	83,62981	2,8	-2,26
52	80,06117	2,6	18,43	84,73701	1,9	-2,20
53	83,52699	2,8	18,75	84,89744	4,3	-1,91
54	83,62981	2,1	18,75	86,53925	2,1	-2,28
55	84,89787	3,0	18,43	86,76496	3,2	-2,09
56	86,02128	3,8	18,49	88,05648	2,8	-1,86
57	87,27867	2,3	18,73	88,50491	2,8	-1,99
58	88,05648	2,8	18,26	91,78085	2,1	-2,06
59	90,23291	2,6	18,15	93,43205	2,1	-2,10
60	90,43557	3,4	18,31	96,54373	2,1	-2,40
61	90,47099	2,6	18,47	100,04923	2,1	-2,69
62	92,99429	2,6	18,38	100,78949	2,3	-2,77
63	94,38395	2,8	18,18	102,97616	4,1	-2,86
64	95,12891	3,2	18,19	107,77275	2,1	-3,12
65	96,54331	2,3	18,31	109,61979	2,1	-3,00
66	96,94821	2,6	17,87	111,94683	3,2	-3,11
67	104,99685	2,8	18,26	112,00229	2,8	-3,08
68	105,67696	3,0	18,20	113,97563	1,9	-3,23
69	105,81904	2,3	18,34	115,75269	2,6	-3,16
70	106,89339	3,4	18,38	116,75280	1,9	-3,45
71	107,77275	3,0	18,28	121,04037	3,0	-3,58
72	111,07728	3,2	18,46	123,71387	2,3	-3,33
73	112,00272	3,4	18,46	125,49008	2,3	-3,18
74	117,54981	2,6	19,14	125,62576	1,9	-3,62
75	118,16123	4,7	18,35	126,93904	2,6	-3,42
76	119,24496	3,0	18,62	127,48091	2,3	-3,41
77	119,43269	2,3	18,96	127,92891	3,2	-3,60
78	120,08080	2,3	19,00	128,90213	1,9	-3,60
79	120,62949	3,6	18,87	130,06693	2,6	-3,63
80	121,04037	2,1	18,57	130,22224	2,6	-3,50
81	122,02640	2,8	19,19	138,07333	1,9	-3,88
82	122,79483	3,0	19,32	138,29733	1,7	-3,84
83	127,92933	2,6	18,65	139,73051	3,6	-3,84
