DXEX v5
C:\Users\LDA-User\Desktop\MIS1_SS24.lda
11:23:12
8;0,00 mm;0,00 mm;25,00 mm
New Region
"Row#"	"Arrival Time [ms]"	"Transit Time [us]"	"Velocity U [m/s]"	"Arrival Time{2} [ms]"	"Transit Time{2} [us]"	"Velocity V (PDA){2} [m/s]"	
1	0,86672	2,3	18,75	1,01221	2,3	-3,14
2	3,66565	3,8	18,65	3,13872	2,3	-3,20
3	4,58256	2,6	18,49	3,47323	2,8	-3,35
4	5,03909	3,8	17,89	3,82437	3,2	-3,10
5	6,37456	3,0	18,11	4,33381	3,8	-3,28
6	8,63888	2,3	17,84	4,88379	2,6	-3,36
7	9,01648	2,8	18,41	5,33605	2,8	-3,15
8	9,99952	2,3	18,08	6,28581	2,1	-3,31
9	10,31440	2,8	18,11	6,37371	2,8	-3,27
10	10,96848	3,0	17,90	7,21296	3,0	-3,48
11	13,49947	3,0	17,95	8,42683	3,0	-3,44
12	14,94501	3,0	18,15	8,46139	2,8	-3,21
13	18,05755	2,3	17,79	8,63803	2,8	-3,20
14	19,09605	2,8	18,25	10,47739	3,2	-3,32
15	20,26384	3,2	18,42	11,42672	3,2	-3,22
16	20,60987	2,8	18,46	13,51141	3,0	-3,19
17	23,79835	2,8	18,52	15,95280	3,2	-2,75
18	24,36624	2,3	18,77	16,52155	3,2	-3,00
19	28,03088	2,6	19,14	18,02683	3,6	-2,83
20	28,06843	2,8	18,88	18,23973	2,8	-2,98
21	31,61787	2,3	18,95	18,78928	2,8	-3,21
22	35,37979	2,6	18,23	20,66277	2,6	-2,86
23	36,15845	2,6	18,19	21,06384	2,6	-2,94
24	45,03781	3,0	17,49	23,79835	2,8	-2,96
25	45,40133	4,1	17,52	24,44048	2,3	-2,89
26	46,51365	2,3	17,56	26,70736	2,6	-2,65
27	47,26331	2,6	17,66	28,06800	3,2	-3,50
28	48,26896	2,8	17,46	28,14608	3,4	-3,28
29	48,40848	3,0	17,97	32,14779	3,2	-3,69
30	49,77552	2,3	17,77	34,40229	2,8	-3,74
